id,x,y,deg
129_27,s-86.257014,s-87.151985,s317.218777
129_28,s-89.781657,s-86.049572,s277.463216
129_29,s-88.691096,s-85.986244,s292.554272
129_30,s-89.607815,s-88.147579,s26.843251
129_31,s-86.010517,s-86.365438,s345.039607
129_32,s-85.820580,s-89.700559,s339.211223
129_33,s-86.365846,s-85.563419,s290.935256
129_34,s-85.712842,s-87.544488,s2.779010
129_35,s-87.554343,s-85.649529,s296.648174
129_36,s-85.543792,s-88.494847,s201.648615
129_37,s-89.467460,s-85.460943,s293.997591
129_38,s-85.359292,s-85.655269,s164.498944
129_39,s-85.506239,s-88.041682,s328.554181
129_40,s-88.454242,s-85.342942,s278.823575
129_41,s-85.241852,s-86.828795,s357.753476
129_42,s-85.202653,s-89.725765,s348.692639
129_43,s-85.087187,s-85.079868,s127.398478
129_44,s-86.292034,s-84.927103,s268.989147
129_45,s-87.295525,s-84.879273,s245.210361
129_46,s-84.873512,s-88.559139,s203.511696
129_47,s-84.767986,s-87.011546,s164.566065
129_48,s-88.202193,s-84.784676,s251.823375
129_49,s-89.033007,s-84.751676,s114.854512
129_50,s-84.758735,s-88.057579,s342.959596
129_51,s-84.778170,s-85.972349,s209.256870
129_52,s-84.584932,s-84.739433,s89.157433
129_53,s-84.509244,s-85.275067,s203.589251
129_54,s-85.501507,s-84.563311,s84.774041
129_55,s-89.535678,s-84.353222,s154.458794
129_56,s-88.650725,s-84.256076,s179.325354
129_57,s-86.993807,s-84.307658,s211.283583
129_58,s-87.709263,s-84.211709,s67.613882
129_59,s-84.369158,s-89.786379,s34.959738
129_60,s-85.192444,s-84.242702,s287.617628
129_61,s-84.253465,s-87.091163,s208.845776
129_62,s-86.416006,s-84.171703,s276.944942
129_63,s-84.190965,s-88.741193,s346.698511
129_64,s-84.073274,s-84.050234,s191.604347
129_65,s-84.018412,s-86.721780,s10.556697
129_66,s-89.038904,s-84.064636,s85.882582
129_67,s-87.059755,s-83.600974,s266.902716
129_68,s-83.716159,s-85.706773,s176.335532
129_69,s-83.785604,s-83.469759,s210.175811
129_70,s-83.472147,s-85.131095,s106.257824
129_71,s-85.091205,s-83.611068,s66.378462
129_72,s-83.647223,s-89.120233,s154.192889
129_73,s-87.569920,s-83.474909,s200.340461
129_74,s-83.506784,s-87.744172,s15.607763
129_75,s-88.453452,s-83.662706,s51.278459
129_76,s-86.165173,s-83.509807,s241.837134
129_77,s-83.433488,s-86.920354,s345.210128
129_78,s-83.516009,s-88.348023,s195.805017
129_79,s-84.324264,s-83.683732,s28.184829
129_80,s-88.164073,s-83.249220,s279.895753
129_81,s-89.520950,s-83.635140,s12.239558
129_82,s-83.267468,s-84.323190,s182.969672
129_83,s-83.228797,s-85.788589,s327.982412
129_84,s-82.893418,s-89.577568,s85.703138
129_85,s-83.040764,s-88.203518,s349.887038
129_86,s-85.559677,s-83.013264,s292.895743
129_87,s-82.991707,s-82.875715,s164.721967
129_88,s-86.615126,s-83.187475,s303.157225
129_89,s-84.130470,s-82.780503,s278.848395
129_90,s-82.914079,s-84.064206,s349.836363
129_91,s-82.631328,s-86.935456,s112.528889
129_92,s-82.711708,s-86.157571,s0.205892
129_93,s-88.472322,s-82.749881,s60.446445
129_94,s-86.835135,s-82.626921,s149.213758
129_95,s-82.663037,s-88.916455,s45.797142
129_96,s-82.590401,s-84.915348,s197.178169
129_97,s-84.608308,s-82.533248,s69.740469
129_98,s-85.846238,s-82.355668,s112.342314
129_99,s-82.254179,s-82.462949,s58.222559
129_100,s-87.872616,s-82.450961,s252.527355
129_101,s-83.237338,s-82.351151,s97.322629
129_102,s-82.571283,s-87.605127,s212.833736
129_103,s-82.409295,s-83.186819,s198.516059
129_104,s-82.284262,s-84.417834,s206.029853
129_105,s-89.127642,s-82.042775,s122.362778
129_106,s-82.038255,s-88.709027,s183.774915
129_107,s-82.074781,s-86.195363,s140.992541
129_108,s-88.675827,s-82.182964,s310.388993
129_109,s-87.254483,s-81.991840,s283.991173
129_110,s-83.617618,s-81.863069,s119.568819
129_111,s-81.828861,s-87.119003,s148.539227
129_112,s-85.226091,s-81.808925,s105.861967
129_113,s-81.636400,s-82.168566,s54.452499
129_114,s-81.970535,s-85.529968,s214.958883
129_115,s-87.770809,s-81.813930,s135.346191
129_116,s-84.515712,s-81.657697,s303.606796
129_117,s-81.704432,s-88.059955,s344.165904
129_118,s-81.639570,s-83.672795,s193.746786
129_119,s-86.103942,s-81.475458,s61.608139
129_120,s-81.439293,s-81.474809,s101.710159
129_121,s-81.411579,s-82.638177,s337.413608
129_122,s-82.846614,s-81.818339,s309.828531
129_123,s-81.443559,s-89.228349,s0.626942
129_124,s-88.442274,s-81.317074,s125.766192
129_125,s-81.515280,s-86.754227,s199.430018
129_126,s-81.625432,s-84.846874,s320.936233
129_127,s-88.899468,s-81.074160,s71.055294
129_128,s-80.898138,s-85.576062,s80.775718
130_0,s-89.132509,s-89.190110,s76.584239
130_1,s-89.725424,s-89.552272,s244.607425
130_2,s-88.897477,s-89.692386,s343.123252
130_3,s-89.699668,s-88.655932,s290.367574
130_4,s-88.602433,s-88.522804,s195.138784
130_5,s-88.250479,s-88.016595,s223.455821
130_6,s-88.367519,s-89.687065,s315.376671
130_7,s-88.669309,s-88.099998,s73.499351
130_8,s-87.436097,s-89.140195,s9.713865
130_9,s-87.917197,s-87.666921,s274.732261
130_10,s-88.572120,s-87.544355,s301.094993
130_11,s-88.926196,s-87.447711,s104.341810
130_12,s-87.357610,s-89.525255,s126.248387
130_13,s-87.396203,s-88.019889,s197.945594
130_14,s-87.126387,s-87.194668,s98.764485
130_15,s-89.765829,s-87.166518,s294.502919
130_16,s-86.770079,s-88.359229,s203.736143
130_17,s-88.082544,s-86.814337,s63.570785
130_18,s-86.796242,s-87.851167,s352.447421
130_19,s-86.866625,s-89.733358,s342.022512
130_20,s-87.671266,s-86.795125,s286.128760
130_21,s-86.522651,s-86.443083,s142.746147
130_22,s-89.290319,s-86.491624,s239.059643
130_23,s-88.018674,s-86.059366,s251.503111
130_24,s-86.101237,s-88.377312,s359.853009
130_25,s-87.071218,s-86.062661,s290.859498
130_26,s-86.095550,s-89.160316,s21.076777
130_27,s-86.257014,s-87.151985,s317.218777
130_28,s-89.781657,s-86.049572,s277.463216
130_29,s-88.691096,s-85.986244,s292.554272
130_30,s-89.607815,s-88.147579,s26.843251
130_31,s-86.010517,s-86.365438,s345.039607
130_32,s-85.820580,s-89.700559,s339.211223
130_33,s-86.365846,s-85.563419,s290.935256
130_34,s-85.712842,s-87.544488,s2.779010
130_35,s-87.554343,s-85.649529,s296.648174
130_36,s-85.543792,s-88.494847,s201.648615
130_37,s-89.467460,s-85.460943,s293.997591
130_38,s-85.359292,s-85.655269,s164.498944
130_39,s-85.506239,s-88.041682,s328.554181
130_40,s-88.454242,s-85.342942,s278.823575
130_41,s-85.241852,s-86.828795,s357.753476
130_42,s-85.202653,s-89.725765,s348.692639
130_43,s-85.087187,s-85.079868,s127.398478
130_44,s-86.292034,s-84.927103,s268.989147
130_45,s-87.295525,s-84.879273,s245.210361
130_46,s-84.873512,s-88.559139,s203.511696
130_47,s-84.767986,s-87.011546,s164.566065
130_48,s-88.202193,s-84.784676,s251.823375
130_49,s-89.033007,s-84.751676,s114.854512
130_50,s-84.758735,s-88.057579,s342.959596
130_51,s-84.778170,s-85.972349,s209.256870
130_52,s-84.584932,s-84.739433,s89.157433
130_53,s-84.509244,s-85.275067,s203.589251
130_54,s-85.501507,s-84.563311,s84.774041
130_55,s-89.535678,s-84.353222,s154.458794
130_56,s-88.650725,s-84.256076,s179.325354
130_57,s-86.993807,s-84.307658,s211.283583
130_58,s-87.709263,s-84.211709,s67.613882
130_59,s-84.369158,s-89.786379,s34.959738
130_60,s-85.192444,s-84.242702,s287.617628
130_61,s-84.253465,s-87.091163,s208.845776
130_62,s-86.416006,s-84.171703,s276.944942
130_63,s-84.190965,s-88.741193,s346.698511
130_64,s-84.073274,s-84.050234,s191.604347
130_65,s-84.018412,s-86.721780,s10.556697
130_66,s-89.038904,s-84.064636,s85.882582
130_67,s-87.059755,s-83.600974,s266.902716
130_68,s-83.716159,s-85.706773,s176.335532
130_69,s-83.785604,s-83.469759,s210.175811
130_70,s-83.472147,s-85.131095,s106.257824
130_71,s-85.091205,s-83.611068,s66.378462
130_72,s-83.647223,s-89.120233,s154.192889
130_73,s-87.569920,s-83.474909,s200.340461
130_74,s-83.506784,s-87.744172,s15.607763
130_75,s-88.453452,s-83.662706,s51.278459
130_76,s-86.165173,s-83.509807,s241.837134
130_77,s-83.433488,s-86.920354,s345.210128
130_78,s-83.516009,s-88.348023,s195.805017
130_79,s-84.324264,s-83.683732,s28.184829
130_80,s-88.164073,s-83.249220,s279.895753
130_81,s-89.520950,s-83.635140,s12.239558
130_82,s-83.267468,s-84.323190,s182.969672
130_83,s-83.228797,s-85.788589,s327.982412
130_84,s-82.893418,s-89.577568,s85.703138
130_85,s-83.040764,s-88.203518,s349.887038
130_86,s-85.559677,s-83.013264,s292.895743
130_87,s-82.991707,s-82.875715,s164.721967
130_88,s-86.615126,s-83.187475,s303.157225
130_89,s-84.130470,s-82.780503,s278.848395
130_90,s-82.914079,s-84.064206,s349.836363
130_91,s-82.631328,s-86.935456,s112.528889
130_92,s-82.711708,s-86.157571,s0.205892
130_93,s-88.472322,s-82.749881,s60.446445
130_94,s-86.835135,s-82.626921,s149.213758
130_95,s-82.663037,s-88.916455,s45.797142
130_96,s-82.590401,s-84.915348,s197.178169
130_97,s-84.608308,s-82.533248,s69.740469
130_98,s-85.846238,s-82.355668,s112.342314
130_99,s-82.254179,s-82.462949,s58.222559
130_100,s-87.872616,s-82.450961,s252.527355
130_101,s-83.237338,s-82.351151,s97.322629
130_102,s-82.571283,s-87.605127,s212.833736
130_103,s-82.409295,s-83.186819,s198.516059
130_104,s-82.284262,s-84.417834,s206.029853
130_105,s-89.127642,s-82.042775,s122.362778
130_106,s-82.038255,s-88.709027,s183.774915
130_107,s-82.074781,s-86.195363,s140.992541
130_108,s-88.675827,s-82.182964,s310.388993
130_109,s-87.254483,s-81.991840,s283.991173
130_110,s-83.617618,s-81.863069,s119.568819
130_111,s-81.828861,s-87.119003,s148.539227
130_112,s-85.226091,s-81.808925,s105.861967
130_113,s-81.636400,s-82.168566,s54.452499
130_114,s-81.970535,s-85.529968,s214.958883
130_115,s-87.770809,s-81.813930,s135.346191
130_116,s-84.515712,s-81.657697,s303.606796
130_117,s-81.704432,s-88.059955,s344.165904
130_118,s-81.639570,s-83.672795,s193.746786
130_119,s-86.103942,s-81.475458,s61.608139
130_120,s-81.439293,s-81.474809,s101.710159
130_121,s-81.411579,s-82.638177,s337.413608
130_122,s-82.846614,s-81.818339,s309.828531
130_123,s-81.443559,s-89.228349,s0.626942
130_124,s-88.442274,s-81.317074,s125.766192
130_125,s-81.515280,s-86.754227,s199.430018
130_126,s-81.625432,s-84.846874,s320.936233
130_127,s-88.899468,s-81.074160,s71.055294
130_128,s-80.898138,s-85.576062,s80.775718
130_129,s-87.574768,s-81.386615,s326.312866
131_0,s-89.132509,s-89.190110,s76.584239
131_1,s-89.725424,s-89.552272,s244.607425
131_2,s-88.897477,s-89.692386,s343.123252
131_3,s-89.699668,s-88.655932,s290.367574
131_4,s-88.602433,s-88.522804,s195.138784
131_5,s-88.250479,s-88.016595,s223.455821
131_6,s-88.367519,s-89.687065,s315.376671
131_7,s-88.669309,s-88.099998,s73.499351
131_8,s-87.436097,s-89.140195,s9.713865
131_9,s-87.917197,s-87.666921,s274.732261
131_10,s-88.572120,s-87.544355,s301.094993
131_11,s-88.926196,s-87.447711,s104.341810
131_12,s-87.357610,s-89.525255,s126.248387
131_13,s-87.396203,s-88.019889,s197.945594
131_14,s-87.126387,s-87.194668,s98.764485
131_15,s-89.765829,s-87.166518,s294.502919
131_16,s-86.770079,s-88.359229,s203.736143
131_17,s-88.082544,s-86.814337,s63.570785
131_18,s-86.796242,s-87.851167,s352.447421
131_19,s-86.866625,s-89.733358,s342.022512
131_20,s-87.671266,s-86.795125,s286.128760
131_21,s-86.522651,s-86.443083,s142.746147
131_22,s-89.290319,s-86.491624,s239.059643
131_23,s-88.018674,s-86.059366,s251.503111
131_24,s-86.101237,s-88.377312,s359.853009
131_25,s-87.071218,s-86.062661,s290.859498
131_26,s-86.095550,s-89.160316,s21.076777
131_27,s-86.257014,s-87.151985,s317.218777
131_28,s-89.781657,s-86.049572,s277.463216
131_29,s-88.691096,s-85.986244,s292.554272
131_30,s-89.607815,s-88.147579,s26.843251
131_31,s-86.010517,s-86.365438,s345.039607
131_32,s-85.820580,s-89.700559,s339.211223
131_33,s-86.365846,s-85.563419,s290.935256
131_34,s-85.712842,s-87.544488,s2.779010
131_35,s-87.554343,s-85.649529,s296.648174
131_36,s-85.543792,s-88.494847,s201.648615
131_37,s-89.467460,s-85.460943,s293.997591
131_38,s-85.359292,s-85.655269,s164.498944
131_39,s-85.506239,s-88.041682,s328.554181
131_40,s-88.454242,s-85.342942,s278.823575
131_41,s-85.241852,s-86.828795,s357.753476
131_42,s-85.202653,s-89.725765,s348.692639
131_43,s-85.087187,s-85.079868,s127.398478
131_44,s-86.292034,s-84.927103,s268.989147
131_45,s-87.295525,s-84.879273,s245.210361
131_46,s-84.873512,s-88.559139,s203.511696
131_47,s-84.767986,s-87.011546,s164.566065
131_48,s-88.202193,s-84.784676,s251.823375
131_49,s-89.033007,s-84.751676,s114.854512
131_50,s-84.758735,s-88.057579,s342.959596
131_51,s-84.778170,s-85.972349,s209.256870
131_52,s-84.584932,s-84.739433,s89.157433
131_53,s-84.509244,s-85.275067,s203.589251
131_54,s-85.501507,s-84.563311,s84.774041
131_55,s-89.535678,s-84.353222,s154.458794
131_56,s-88.650725,s-84.256076,s179.325354
131_57,s-86.993807,s-84.307658,s211.283583
131_58,s-87.709263,s-84.211709,s67.613882
131_59,s-84.369158,s-89.786379,s34.959738
131_60,s-85.192444,s-84.242702,s287.617628
131_61,s-84.253465,s-87.091163,s208.845776
131_62,s-86.416006,s-84.171703,s276.944942
131_63,s-84.190965,s-88.741193,s346.698511
131_64,s-84.073274,s-84.050234,s191.604347
131_65,s-84.018412,s-86.721780,s10.556697
131_66,s-89.038904,s-84.064636,s85.882582
131_67,s-87.059755,s-83.600974,s266.902716
131_68,s-83.716159,s-85.706773,s176.335532
131_69,s-83.785604,s-83.469759,s210.175811
131_70,s-83.472147,s-85.131095,s106.257824
131_71,s-85.091205,s-83.611068,s66.378462
131_72,s-83.647223,s-89.120233,s154.192889
131_73,s-87.569920,s-83.474909,s200.340461
131_74,s-83.506784,s-87.744172,s15.607763
131_75,s-88.453452,s-83.662706,s51.278459
131_76,s-86.165173,s-83.509807,s241.837134
131_77,s-83.433488,s-86.920354,s345.210128
131_78,s-83.516009,s-88.348023,s195.805017
131_79,s-84.324264,s-83.683732,s28.184829
131_80,s-88.164073,s-83.249220,s279.895753
131_81,s-89.520950,s-83.635140,s12.239558
131_82,s-83.267468,s-84.323190,s182.969672
131_83,s-83.228797,s-85.788589,s327.982412
131_84,s-82.893418,s-89.577568,s85.703138
131_85,s-83.040764,s-88.203518,s349.887038
131_86,s-85.559677,s-83.013264,s292.895743
131_87,s-82.991707,s-82.875715,s164.721967
131_88,s-86.615126,s-83.187475,s303.157225
131_89,s-84.130470,s-82.780503,s278.848395
131_90,s-82.914079,s-84.064206,s349.836363
131_91,s-82.631328,s-86.935456,s112.528889
131_92,s-82.711708,s-86.157571,s0.205892
131_93,s-88.472322,s-82.749881,s60.446445
131_94,s-86.835135,s-82.626921,s149.213758
131_95,s-82.663037,s-88.916455,s45.797142
131_96,s-82.590401,s-84.915348,s197.178169
131_97,s-84.608308,s-82.533248,s69.740469
131_98,s-85.846238,s-82.355668,s112.342314
131_99,s-82.254179,s-82.462949,s58.222559
131_100,s-87.872616,s-82.450961,s252.527355
131_101,s-83.237338,s-82.351151,s97.322629
131_102,s-82.571283,s-87.605127,s212.833736
131_103,s-82.409295,s-83.186819,s198.516059
131_104,s-82.284262,s-84.417834,s206.029853
131_105,s-89.127642,s-82.042775,s122.362778
131_106,s-82.038255,s-88.709027,s183.774915
131_107,s-82.074781,s-86.195363,s140.992541
131_108,s-88.675827,s-82.182964,s310.388993
131_109,s-87.254483,s-81.991840,s283.991173
131_110,s-83.617618,s-81.863069,s119.568819
131_111,s-81.828861,s-87.119003,s148.539227
131_112,s-85.226091,s-81.808925,s105.861967
131_113,s-81.636400,s-82.168566,s54.452499
131_114,s-81.970535,s-85.529968,s214.958883
131_115,s-87.770809,s-81.813930,s135.346191
131_116,s-84.515712,s-81.657697,s303.606796
131_117,s-81.704432,s-88.059955,s344.165904
131_118,s-81.639570,s-83.672795,s193.746786
131_119,s-86.103942,s-81.475458,s61.608139
131_120,s-81.439293,s-81.474809,s101.710159
131_121,s-81.411579,s-82.638177,s337.413608
131_122,s-82.846614,s-81.818339,s309.828531
131_123,s-81.443559,s-89.228349,s0.626942
131_124,s-88.442274,s-81.317074,s125.766192
131_125,s-81.515280,s-86.754227,s199.430018
131_126,s-81.625432,s-84.846874,s320.936233
131_127,s-88.899468,s-81.074160,s71.055294
131_128,s-80.898138,s-85.576062,s80.775718
131_129,s-87.574768,s-81.386615,s326.312866
131_130,s-81.551755,s-83.109302,s230.306240
132_0,s-89.132509,s-89.190110,s76.584239
132_1,s-89.725424,s-89.552272,s244.607425
132_2,s-88.897477,s-89.692386,s343.123252
132_3,s-89.699668,s-88.655932,s290.367574
132_4,s-88.602433,s-88.522804,s195.138784
132_5,s-88.250479,s-88.016595,s223.455821
132_6,s-88.367519,s-89.687065,s315.376671
132_7,s-88.669309,s-88.099998,s73.499351
132_8,s-87.436097,s-89.140195,s9.713865
132_9,s-87.917197,s-87.666921,s274.732261
132_10,s-88.572120,s-87.544355,s301.094993
132_11,s-88.926196,s-87.447711,s104.341810
132_12,s-87.357610,s-89.525255,s126.248387
132_13,s-87.396203,s-88.019889,s197.945594
132_14,s-87.126387,s-87.194668,s98.764485
132_15,s-89.765829,s-87.166518,s294.502919
132_16,s-86.770079,s-88.359229,s203.736143
132_17,s-88.082544,s-86.814337,s63.570785
132_18,s-86.796242,s-87.851167,s352.447421
132_19,s-86.866625,s-89.733358,s342.022512
132_20,s-87.671266,s-86.795125,s286.128760
132_21,s-86.522651,s-86.443083,s142.746147
132_22,s-89.290319,s-86.491624,s239.059643
132_23,s-88.018674,s-86.059366,s251.503111
132_24,s-86.101237,s-88.377312,s359.853009
132_25,s-87.071218,s-86.062661,s290.859498
132_26,s-86.095550,s-89.160316,s21.076777
132_27,s-86.257014,s-87.151985,s317.218777
132_28,s-89.781657,s-86.049572,s277.463216
132_29,s-88.691096,s-85.986244,s292.554272
132_30,s-89.607815,s-88.147579,s26.843251
132_31,s-86.010517,s-86.365438,s345.039607
132_32,s-85.820580,s-89.700559,s339.211223
132_33,s-86.365846,s-85.563419,s290.935256
132_34,s-85.712842,s-87.544488,s2.779010
132_35,s-87.554343,s-85.649529,s296.648174
132_36,s-85.543792,s-88.494847,s201.648615
132_37,s-89.467460,s-85.460943,s293.997591
132_38,s-85.359292,s-85.655269,s164.498944
132_39,s-85.506239,s-88.041682,s328.554181
132_40,s-88.454242,s-85.342942,s278.823575
132_41,s-85.241852,s-86.828795,s357.753476
132_42,s-85.202653,s-89.725765,s348.692639
132_43,s-85.087187,s-85.079868,s127.398478
132_44,s-86.292034,s-84.927103,s268.989147
132_45,s-87.295525,s-84.879273,s245.210361
132_46,s-84.873512,s-88.559139,s203.511696
132_47,s-84.767986,s-87.011546,s164.566065
132_48,s-88.202193,s-84.784676,s251.823375
132_49,s-89.033007,s-84.751676,s114.854512
132_50,s-84.758735,s-88.057579,s342.959596
132_51,s-84.778170,s-85.972349,s209.256870
132_52,s-84.584932,s-84.739433,s89.157433
132_53,s-84.509244,s-85.275067,s203.589251
132_54,s-85.501507,s-84.563311,s84.774041
132_55,s-89.535678,s-84.353222,s154.458794
132_56,s-88.650725,s-84.256076,s179.325354
132_57,s-86.993807,s-84.307658,s211.283583
132_58,s-87.709263,s-84.211709,s67.613882
132_59,s-84.369158,s-89.786379,s34.959738
132_60,s-85.192444,s-84.242702,s287.617628
132_61,s-84.253465,s-87.091163,s208.845776
132_62,s-86.416006,s-84.171703,s276.944942
132_63,s-84.190965,s-88.741193,s346.698511
132_64,s-84.073274,s-84.050234,s191.604347
132_65,s-84.018412,s-86.721780,s10.556697
132_66,s-89.038904,s-84.064636,s85.882582
132_67,s-87.059755,s-83.600974,s266.902716
132_68,s-83.716159,s-85.706773,s176.335532
132_69,s-83.785604,s-83.469759,s210.175811
132_70,s-83.472147,s-85.131095,s106.257824
132_71,s-85.091205,s-83.611068,s66.378462
132_72,s-83.647223,s-89.120233,s154.192889
132_73,s-87.569920,s-83.474909,s200.340461
132_74,s-83.506784,s-87.744172,s15.607763
132_75,s-88.453452,s-83.662706,s51.278459
132_76,s-86.165173,s-83.509807,s241.837134
132_77,s-83.433488,s-86.920354,s345.210128
132_78,s-83.516009,s-88.348023,s195.805017
132_79,s-84.324264,s-83.683732,s28.184829
132_80,s-88.164073,s-83.249220,s279.895753
132_81,s-89.520950,s-83.635140,s12.239558
132_82,s-83.267468,s-84.323190,s182.969672
132_83,s-83.228797,s-85.788589,s327.982412
132_84,s-82.893418,s-89.577568,s85.703138
132_85,s-83.040764,s-88.203518,s349.887038
132_86,s-85.559677,s-83.013264,s292.895743
132_87,s-82.991707,s-82.875715,s164.721967
132_88,s-86.615126,s-83.187475,s303.157225
132_89,s-84.130470,s-82.780503,s278.848395
132_90,s-82.914079,s-84.064206,s349.836363
132_91,s-82.631328,s-86.935456,s112.528889
132_92,s-82.711708,s-86.157571,s0.205892
132_93,s-88.472322,s-82.749881,s60.446445
132_94,s-86.835135,s-82.626921,s149.213758
132_95,s-82.663037,s-88.916455,s45.797142
132_96,s-82.590401,s-84.915348,s197.178169
132_97,s-84.608308,s-82.533248,s69.740469
132_98,s-85.846238,s-82.355668,s112.342314
132_99,s-82.254179,s-82.462949,s58.222559
132_100,s-87.872616,s-82.450961,s252.527355
132_101,s-83.237338,s-82.351151,s97.322629
132_102,s-82.571283,s-87.605127,s212.833736
132_103,s-82.409295,s-83.186819,s198.516059
132_104,s-82.284262,s-84.417834,s206.029853
132_105,s-89.127642,s-82.042775,s122.362778
132_106,s-82.038255,s-88.709027,s183.774915
132_107,s-82.074781,s-86.195363,s140.992541
132_108,s-88.675827,s-82.182964,s310.388993
132_109,s-87.254483,s-81.991840,s283.991173
132_110,s-83.617618,s-81.863069,s119.568819
132_111,s-81.828861,s-87.119003,s148.539227
132_112,s-85.226091,s-81.808925,s105.861967
132_113,s-81.636400,s-82.168566,s54.452499
132_114,s-81.970535,s-85.529968,s214.958883
132_115,s-87.770809,s-81.813930,s135.346191
132_116,s-84.515712,s-81.657697,s303.606796
132_117,s-81.704432,s-88.059955,s344.165904
132_118,s-81.639570,s-83.672795,s193.746786
132_119,s-86.103942,s-81.475458,s61.608139
132_120,s-81.439293,s-81.474809,s101.710159
132_121,s-81.411579,s-82.638177,s337.413608
132_122,s-82.846614,s-81.818339,s309.828531
132_123,s-81.443559,s-89.228349,s0.626942
132_124,s-88.442274,s-81.317074,s125.766192
132_125,s-81.515280,s-86.754227,s199.430018
132_126,s-81.625432,s-84.846874,s320.936233
132_127,s-88.899468,s-81.074160,s71.055294
132_128,s-80.898138,s-85.576062,s80.775718
132_129,s-87.574768,s-81.386615,s326.312866
132_130,s-81.551755,s-83.109302,s230.306240
132_131,s-85.616134,s-81.218003,s256.797260
133_0,s-89.132509,s-89.190110,s76.584239
133_1,s-89.725424,s-89.552272,s244.607425
133_2,s-88.897477,s-89.692386,s343.123252
133_3,s-89.699668,s-88.655932,s290.367574
133_4,s-88.602433,s-88.522804,s195.138784
133_5,s-88.250479,s-88.016595,s223.455821
133_6,s-88.367519,s-89.687065,s315.376671
133_7,s-88.669309,s-88.099998,s73.499351
133_8,s-87.436097,s-89.140195,s9.713865
133_9,s-87.917197,s-87.666921,s274.732261
133_10,s-88.572120,s-87.544355,s301.094993
133_11,s-88.926196,s-87.447711,s104.341810
133_12,s-87.357610,s-89.525255,s126.248387
133_13,s-87.396203,s-88.019889,s197.945594
133_14,s-87.126387,s-87.194668,s98.764485
133_15,s-89.765829,s-87.166518,s294.502919
133_16,s-86.770079,s-88.359229,s203.736143
133_17,s-88.082544,s-86.814337,s63.570785
133_18,s-86.796242,s-87.851167,s352.447421
133_19,s-86.866625,s-89.733358,s342.022512
133_20,s-87.671266,s-86.795125,s286.128760
133_21,s-86.522651,s-86.443083,s142.746147
133_22,s-89.290319,s-86.491624,s239.059643
133_23,s-88.018674,s-86.059366,s251.503111
133_24,s-86.101237,s-88.377312,s359.853009
133_25,s-87.071218,s-86.062661,s290.859498
133_26,s-86.095550,s-89.160316,s21.076777
133_27,s-86.257014,s-87.151985,s317.218777
133_28,s-89.781657,s-86.049572,s277.463216
133_29,s-88.691096,s-85.986244,s292.554272
133_30,s-89.607815,s-88.147579,s26.843251
133_31,s-86.010517,s-86.365438,s345.039607
133_32,s-85.820580,s-89.700559,s339.211223
133_33,s-86.365846,s-85.563419,s290.935256
133_34,s-85.712842,s-87.544488,s2.779010
133_35,s-87.554343,s-85.649529,s296.648174
133_36,s-85.543792,s-88.494847,s201.648615
133_37,s-89.467460,s-85.460943,s293.997591
133_38,s-85.359292,s-85.655269,s164.498944
133_39,s-85.506239,s-88.041682,s328.554181
133_40,s-88.454242,s-85.342942,s278.823575
133_41,s-85.241852,s-86.828795,s357.753476
133_42,s-85.202653,s-89.725765,s348.692639
133_43,s-85.087187,s-85.079868,s127.398478
133_44,s-86.292034,s-84.927103,s268.989147
133_45,s-87.295525,s-84.879273,s245.210361
133_46,s-84.873512,s-88.559139,s203.511696
133_47,s-84.767986,s-87.011546,s164.566065
133_48,s-88.202193,s-84.784676,s251.823375
133_49,s-89.033007,s-84.751676,s114.854512
133_50,s-84.758735,s-88.057579,s342.959596
133_51,s-84.778170,s-85.972349,s209.256870
133_52,s-84.584932,s-84.739433,s89.157433
133_53,s-84.509244,s-85.275067,s203.589251
133_54,s-85.501507,s-84.563311,s84.774041
133_55,s-89.535678,s-84.353222,s154.458794
133_56,s-88.650725,s-84.256076,s179.325354
133_57,s-86.993807,s-84.307658,s211.283583
133_58,s-87.709263,s-84.211709,s67.613882
133_59,s-84.369158,s-89.786379,s34.959738
133_60,s-85.192444,s-84.242702,s287.617628
133_61,s-84.253465,s-87.091163,s208.845776
133_62,s-86.416006,s-84.171703,s276.944942
133_63,s-84.190965,s-88.741193,s346.698511
133_64,s-84.073274,s-84.050234,s191.604347
133_65,s-84.018412,s-86.721780,s10.556697
133_66,s-89.038904,s-84.064636,s85.882582
133_67,s-87.059755,s-83.600974,s266.902716
133_68,s-83.716159,s-85.706773,s176.335532
133_69,s-83.785604,s-83.469759,s210.175811
133_70,s-83.472147,s-85.131095,s106.257824
133_71,s-85.091205,s-83.611068,s66.378462
133_72,s-83.647223,s-89.120233,s154.192889
133_73,s-87.569920,s-83.474909,s200.340461
133_74,s-83.506784,s-87.744172,s15.607763
133_75,s-88.453452,s-83.662706,s51.278459
133_76,s-86.165173,s-83.509807,s241.837134
133_77,s-83.433488,s-86.920354,s345.210128
133_78,s-83.516009,s-88.348023,s195.805017
133_79,s-84.324264,s-83.683732,s28.184829
133_80,s-88.164073,s-83.249220,s279.895753
133_81,s-89.520950,s-83.635140,s12.239558
133_82,s-83.267468,s-84.323190,s182.969672
133_83,s-83.228797,s-85.788589,s327.982412
133_84,s-82.893418,s-89.577568,s85.703138
133_85,s-83.040764,s-88.203518,s349.887038
133_86,s-85.559677,s-83.013264,s292.895743
